GENEID	GeneSymbol	Chromosome	Biotype	Strand
ENSMUSG00002074997.1	5S_rRNA	chr7:6515234-6515341	rRNA	+
ENSMUSG00000048067.9	Olfr1349	chr7:6516268-6525949	protein_coding	-
ENSMUSG00000109466.2	Gm7587	chr7:6536490-6537510	processed_pseudogene	-
ENSMUSG00000056696.6	Olfr1350	chr7:6567840-6574400	protein_coding	+
ENSMUSG00000108113.3	Zim2	chr7:6654747-6665367	lncRNA	-
ENSMUSG00000002266.18	Zim1	chr7:6674268-6699449	protein_coding	-
ENSMUSG00000002265.18	Peg3	chr7:6706891-6733430	protein_coding	-
ENSMUSG00000051527.12	Usp29	chr7:6733577-6970218	protein_coding	+
ENSMUSG00002075352.1	ENSMUSG00002075352	chr7:6733597-6733690	sRNA	+
ENSMUSG00000109131.2	Gm44862	chr7:6745645-6746699	TEC	+
ENSMUSG00000109416.2	Gm44863	chr7:6756042-6757463	TEC	+
ENSMUSG00000092815.3	Mir3099	chr7:6806586-6806669	miRNA	+
ENSMUSG00000109430.2	Gm44585	chr7:6808850-6809456	TEC	+
ENSMUSG00000109456.2	Gm44584	chr7:6812000-6814879	TEC	+
ENSMUSG00000092875.4	Gm22649	chr7:6842823-6843120	misc_RNA	-
ENSMUSG00000109082.2	Gm44586	chr7:6894037-6896773	TEC	+
ENSMUSG00000109094.2	Gm44587	chr7:6903351-6905035	TEC	+
ENSMUSG00000108043.3	Zim3	chr7:6958684-6980419	lncRNA	-
ENSMUSG00000109176.2	Zfp264	chr7:6980245-6994086	transcribed_unprocessed_pseudogene	+
ENSMUSG00000070837.7	Aurkc	chr7:6998299-7006090	protein_coding	+
ENSMUSG00000118617.2	Gm53037	chr7:7018913-7018996	unprocessed_pseudogene	+
ENSMUSG00000109177.2	Pafah1b1-ps2	chr7:7064443-7066451	unprocessed_pseudogene	-
ENSMUSG00000109488.2	Gm6828	chr7:7099842-7101027	processed_pseudogene	-
ENSMUSG00000108938.2	Gm44583	chr7:7109974-7110909	processed_pseudogene	+
ENSMUSG00000062116.11	Zfp954	chr7:7117689-7124487	protein_coding	-
ENSMUSG00000108959.2	Gm44697	chr7:7125159-7126837	TEC	+
ENSMUSG00000063535.8	Zfp773	chr7:7130072-7139754	protein_coding	-
ENSMUSG00000110339.2	Vmn2r-ps35	chr7:7156686-7157516	unprocessed_pseudogene	-
ENSMUSG00000034538.9	Zfp418	chr7:7174329-7186561	protein_coding	+
ENSMUSG00000066838.8	Zfp772	chr7:7205116-7212997	protein_coding	-
ENSMUSG00000110105.2	Gm45844	chr7:7216016-7281288	protein_coding	-
ENSMUSG00000095730.4	Vmn2r29	chr7:7234326-7250327	protein_coding	-
ENSMUSG00000098900.3	Gm18190	chr7:7268497-7281266	transcribed_unprocessed_pseudogene	-
ENSMUSG00000000605.10	Clcn4	chr7:7285308-7303850	protein_coding	-
ENSMUSG00000110243.2	Gm45631	chr7:7298765-7300136	lncRNA	+
ENSMUSG00000093599.3	Mir5620	chr7:7301890-7301945	miRNA	+
ENSMUSG00000070847.14	Vmn2r30	chr7:7313436-7340608	protein_coding	-
ENSMUSG00000109766.2	Gm45415	chr7:7314308-7316381	TEC	+
ENSMUSG00000110139.2	Gm45783	chr7:7337148-7377572	protein_coding	-
ENSMUSG00000109654.2	Gm3912	chr7:7365897-7377623	transcribed_unprocessed_pseudogene	-
ENSMUSG00000096373.4	Vmn2r31	chr7:7381250-7402702	protein_coding	-
ENSMUSG00000090849.4	Vmn2r-ps36	chr7:7420667-7444298	unprocessed_pseudogene	-
ENSMUSG00000096743.4	Vmn2r32	chr7:7465095-7483017	protein_coding	-
ENSMUSG00000092314.2	Gm3563	chr7:7496962-7509877	unprocessed_pseudogene	-
ENSMUSG00000109885.2	Gm6842	chr7:7537574-7537963	processed_pseudogene	-
ENSMUSG00000096691.2	Vmn2r33	chr7:7553966-7569785	protein_coding	-
ENSMUSG00000092387.2	Gm7648	chr7:7588299-7599548	unprocessed_pseudogene	-
ENSMUSG00000092227.2	Gm7651	chr7:7611626-7617770	unprocessed_pseudogene	-
ENSMUSG00000092439.3	Vmn2r-ps37	chr7:7645171-7648359	unprocessed_pseudogene	-
ENSMUSG00000070841.6	Vmn2r34	chr7:7673803-7692512	protein_coding	-
ENSMUSG00000092173.2	Vmn2r-ps38	chr7:7709857-7723204	unprocessed_pseudogene	-
ENSMUSG00000096399.2	Vmn2r35	chr7:7789150-7822866	protein_coding	-
ENSMUSG00000092433.2	Vmn2r-ps40	chr7:7845898-7861603	unprocessed_pseudogene	-
ENSMUSG00000091651.4	Vmn2r36	chr7:7878953-7905494	protein_coding	-
ENSMUSG00000092221.2	Gm7230	chr7:7917736-7923810	unprocessed_pseudogene	-
ENSMUSG00000090968.3	Gm3978	chr7:7951361-7967377	unprocessed_pseudogene	-
ENSMUSG00000092619.2	Gm20438	chr7:7978627-7981154	unprocessed_pseudogene	-
ENSMUSG00000092294.2	Gm18200	chr7:7985511-7989445	unprocessed_pseudogene	-
ENSMUSG00000094736.3	Gm4073	chr7:8012396-8038142	unprocessed_pseudogene	-
ENSMUSG00000090482.4	Gm3675	chr7:8038858-8058841	unprocessed_pseudogene	-
ENSMUSG00000092574.5	2810047C21Rik1	chr7:8089325-8096040	transcribed_unprocessed_pseudogene	-
ENSMUSG00000096668.2	Gm3665	chr7:8105367-8118820	unprocessed_pseudogene	-
ENSMUSG00000090892.3	Vmn2r41	chr7:8139949-8164653	protein_coding	-
ENSMUSG00000070844.12	Vmn2r42	chr7:8185371-8203319	protein_coding	-
ENSMUSG00000053720.5	Vmn2r43	chr7:8247347-8263598	protein_coding	-
ENSMUSG00000092624.3	Gm3654	chr7:8285126-8292103	transcribed_unprocessed_pseudogene	-
ENSMUSG00000092452.2	Vmn2r-ps45	chr7:8307224-8328803	unprocessed_pseudogene	-
ENSMUSG00000092447.2	Gm7696	chr7:8354412-8360904	unprocessed_pseudogene	-
ENSMUSG00000094098.4	Vmn2r44	chr7:8369163-8386332	protein_coding	-
ENSMUSG00000092441.2	Vmn2r-ps46	chr7:8402200-8425774	unprocessed_pseudogene	-
ENSMUSG00000090662.4	Vmn2r45	chr7:8472562-8492074	protein_coding	-
ENSMUSG00000092614.3	Vmn2r-ps47	chr7:8509485-8522809	unprocessed_pseudogene	-
ENSMUSG00000092204.2	Vmn2r-ps49	chr7:8587975-8613511	unprocessed_pseudogene	-
ENSMUSG00000092175.2	Gm3584	chr7:8636546-8652265	unprocessed_pseudogene	-
ENSMUSG00000090727.3	Gm3956	chr7:8670316-8696096	unprocessed_pseudogene	-
ENSMUSG00000092264.2	Gm3585	chr7:8708324-8714441	unprocessed_pseudogene	-
ENSMUSG00000091163.5	Gm3962	chr7:8741844-8757922	transcribed_unprocessed_pseudogene	-
ENSMUSG00000092523.2	Gm18191	chr7:8776325-8780246	unprocessed_pseudogene	-
ENSMUSG00000096707.3	Vmn2r-ps44	chr7:8804135-8828684	unprocessed_pseudogene	-
ENSMUSG00000110977.2	Gm48598	chr7:8851145-8853614	unprocessed_pseudogene	-
ENSMUSG00000092490.8	Gm20482	chr7:8858846-8865850	transcribed_unprocessed_pseudogene	-
ENSMUSG00000092573.2	Vmn2r-ps43	chr7:8875178-8888650	unprocessed_pseudogene	-
ENSMUSG00000090864.12	Vmn2r40	chr7:8909771-8934434	protein_coding	-
ENSMUSG00000109978.2	Gm45530	chr7:8946729-8946953	processed_pseudogene	-
ENSMUSG00000092611.3	Vmn2r-ps42	chr7:8956108-8972975	unprocessed_pseudogene	-
ENSMUSG00000096658.4	Vmn2r39	chr7:9016805-9033797	protein_coding	-
ENSMUSG00000092312.2	Zfp419	chr7:9061359-9065753	unprocessed_pseudogene	-
ENSMUSG00000095773.4	Vmn2r38	chr7:9076774-9100880	protein_coding	-
ENSMUSG00000092575.3	Gm5583	chr7:9121043-9134036	unprocessed_pseudogene	-
ENSMUSG00000092620.2	Gm18201	chr7:9146253-9152392	unprocessed_pseudogene	-
ENSMUSG00000092548.2	Vmn2r-ps41	chr7:9179975-9183098	unprocessed_pseudogene	-
ENSMUSG00000066828.6	Vmn2r37	chr7:9208545-9226652	protein_coding	-
ENSMUSG00000092561.2	Gm4011	chr7:9244086-9263422	unprocessed_pseudogene	-
ENSMUSG00000092308.4	Gm3623	chr7:9328749-9353501	unprocessed_pseudogene	-
ENSMUSG00000096413.3	Gm3616	chr7:9376546-9392263	unprocessed_pseudogene	-
ENSMUSG00000092551.4	Gm20287	chr7:9410311-9435926	unprocessed_pseudogene	-
ENSMUSG00000092520.2	Gm3611	chr7:9448135-9454255	unprocessed_pseudogene	-
ENSMUSG00000090352.4	Vmn2r46	chr7:9481412-9504499	unprocessed_pseudogene	-
ENSMUSG00000092584.2	Gm18199	chr7:9522900-9526827	unprocessed_pseudogene	-
ENSMUSG00000096294.2	ENSMUSG00000096294	chr7:9549767-9575286	protein_coding	-
ENSMUSG00000092178.3	Gm45351	chr7:9602807-9610893	unprocessed_pseudogene	-
ENSMUSG00000094280.2	Vmn2r-ps51	chr7:9620205-9633670	unprocessed_pseudogene	-
ENSMUSG00000093681.2	Vmn2r-ps52	chr7:9652179-9652790	unprocessed_pseudogene	-
ENSMUSG00000110003.2	Gm45403	chr7:9652795-9653070	processed_pseudogene	+
ENSMUSG00000095914.2	Vmn2r48	chr7:9661551-9687512	protein_coding	-
ENSMUSG00000110108.2	Gm3702	chr7:9699815-9700160	processed_pseudogene	-
ENSMUSG00000096180.3	Vmn2r49	chr7:9710172-9726184	protein_coding	-
ENSMUSG00000094606.9	Vmn2r50	chr7:9769763-9787223	protein_coding	-
ENSMUSG00000109796.2	Gm6850	chr7:9808022-9808970	processed_pseudogene	-
ENSMUSG00000058685.8	Vmn2r51	chr7:9821125-9839668	protein_coding	-
ENSMUSG00000091930.3	Vmn2r52	chr7:9887133-9910500	protein_coding	-
ENSMUSG00000093766.2	Gm20679	chr7:9928388-9939604	unprocessed_pseudogene	-
ENSMUSG00000043066.6	Vmn1r66	chr7:10006918-10011933	protein_coding	-
ENSMUSG00000093781.3	Vmn1r-ps47	chr7:10012411-10020767	transcribed_unprocessed_pseudogene	-
ENSMUSG00000093487.3	Vmn1r-ps48	chr7:10034417-10035302	unprocessed_pseudogene	+
ENSMUSG00000109949.2	Gm45402	chr7:10060193-10060415	processed_pseudogene	-
ENSMUSG00000110255.2	Gm45400	chr7:10078673-10085598	unprocessed_pseudogene	+
ENSMUSG00000110098.2	Gm45401	chr7:10089377-10090109	processed_pseudogene	-
ENSMUSG00000034122.18	Nlrp4d	chr7:10092800-10122862	unprocessed_pseudogene	-
ENSMUSG00000107520.2	Gm3726	chr7:10144598-10148393	unprocessed_pseudogene	-
ENSMUSG00000046716.8	Vmn1r67	chr7:10177258-10183129	protein_coding	+
ENSMUSG00000118408.2	Gm30645	chr7:10202660-10203620	processed_pseudogene	-
ENSMUSG00000030393.9	Zik1	chr7:10221156-10229321	protein_coding	-
ENSMUSG00000110232.2	Gm18193	chr7:10231913-10232684	processed_pseudogene	-
ENSMUSG00000047031.6	Vmn1r68	chr7:10241325-10292412	protein_coding	-
ENSMUSG00000093595.2	Vmn1r-ps49	chr7:10283484-10284362	unprocessed_pseudogene	-
ENSMUSG00000091662.10	Vmn1r69	chr7:10312857-10347586	protein_coding	-
ENSMUSG00000111440.2	Vmn1r-ps50	chr7:10338671-10339123	processed_pseudogene	-
ENSMUSG00000045340.5	Vmn1r70	chr7:10365459-10370457	protein_coding	+
ENSMUSG00000093534.2	Vmn1r-ps51	chr7:10384226-10384545	unprocessed_pseudogene	+
ENSMUSG00000093826.2	Gm6900	chr7:10390406-10390747	processed_pseudogene	-
ENSMUSG00000093689.2	Vmn1r-ps52	chr7:10400693-10401554	unprocessed_pseudogene	-
ENSMUSG00000034087.15	Nlrp4b	chr7:10421716-10464095	protein_coding	+
ENSMUSG00000110034.2	Gm45379	chr7:10450241-10450789	lncRNA	+
ENSMUSG00000059206.5	Vmn1r71	chr7:10478470-10488291	protein_coding	-
ENSMUSG00000109800.2	Gm5130	chr7:10479195-10480153	processed_pseudogene	+
ENSMUSG00000109747.2	Gm45438	chr7:10514082-10514645	processed_pseudogene	-
ENSMUSG00000110097.2	Zscan4a	chr7:10528169-10532984	unprocessed_pseudogene	-
ENSMUSG00000109924.2	Gm18781	chr7:10539172-10540095	processed_pseudogene	+
ENSMUSG00000110402.2	Gm7203	chr7:10544707-10554933	unprocessed_pseudogene	+
ENSMUSG00000110395.2	Gm4903	chr7:10579664-10580068	processed_pseudogene	-
ENSMUSG00000109683.2	Gm7836	chr7:10584690-10585121	processed_pseudogene	-
ENSMUSG00000109900.2	Gm18638	chr7:10615113-10619181	processed_pseudogene	-
ENSMUSG00000095339.3	Zscan4b	chr7:10634667-10638977	protein_coding	-
ENSMUSG00000109971.2	Gm45279	chr7:10642838-10643228	processed_pseudogene	+
ENSMUSG00000119795.1	Mir297-1	chr7:10692364-10692439	miRNA	-
ENSMUSG00000110111.2	Gm7786	chr7:10709295-10709730	processed_pseudogene	+
ENSMUSG00000110186.2	Gm7789	chr7:10722346-10730289	transcribed_unprocessed_pseudogene	-
ENSMUSG00000110346.2	Gm18122	chr7:10734956-10735859	processed_pseudogene	-
ENSMUSG00000054272.7	Zscan4c	chr7:10739672-10744474	protein_coding	+
ENSMUSG00000110072.2	Gm45327	chr7:10754256-10754820	processed_pseudogene	+
ENSMUSG00000109952.2	Gm45395	chr7:10781211-10781769	processed_pseudogene	-
ENSMUSG00000110103.2	Zscan4-ps1	chr7:10799066-10803618	protein_coding	-
ENSMUSG00000110196.2	Gm33601	chr7:10809598-10810558	processed_pseudogene	+
ENSMUSG00000109730.2	Gm7151	chr7:10816810-10823529	unprocessed_pseudogene	+
ENSMUSG00000110348.2	Gm4157	chr7:10841604-10842282	processed_pseudogene	-
ENSMUSG00000109889.2	Gm3774	chr7:10846881-10847315	processed_pseudogene	-
ENSMUSG00000110066.2	Gm38430	chr7:10883184-10884423	processed_pseudogene	-
ENSMUSG00000090714.11	Zscan4d	chr7:10895301-10900086	protein_coding	-
ENSMUSG00000109595.2	Gm18204	chr7:10903431-10910670	processed_pseudogene	+
ENSMUSG00000110379.2	Gm6909	chr7:10916327-10922730	unprocessed_pseudogene	+
ENSMUSG00000110421.2	Gm9689	chr7:10935333-10945254	processed_pseudogene	-
ENSMUSG00000110112.2	Gm39481	chr7:10967074-10970949	unprocessed_pseudogene	+
ENSMUSG00000109798.2	Gm5996	chr7:10982331-10983048	processed_pseudogene	-
ENSMUSG00000110192.2	Gm9652	chr7:10987629-10987791	processed_pseudogene	-
ENSMUSG00000109976.2	Gm19683	chr7:11018139-11024787	processed_pseudogene	-
ENSMUSG00002074860.1	ENSMUSG00002074860	chr7:11037145-11037265	miRNA	-
ENSMUSG00000095936.4	Zscan4e	chr7:11040305-11044609	protein_coding	-
ENSMUSG00000110420.2	Gm45870	chr7:11048388-11048988	processed_pseudogene	+
ENSMUSG00002076061.1	ENSMUSG00002076061	chr7:11084377-11084452	miRNA	-
ENSMUSG00000109979.2	Gm45596	chr7:11101301-11101734	processed_pseudogene	+
ENSMUSG00000110215.2	Gm45598	chr7:11114547-11121511	transcribed_unprocessed_pseudogene	-
ENSMUSG00000110005.2	Gm18123	chr7:11127231-11128052	processed_pseudogene	-
ENSMUSG00000070828.11	Zscan4f	chr7:11131842-11136245	protein_coding	+
ENSMUSG00000109720.2	Gm18639	chr7:11146461-11150535	processed_pseudogene	+
ENSMUSG00000109920.2	Gm9604	chr7:11177919-11178351	processed_pseudogene	+
ENSMUSG00000109786.2	Gm7839	chr7:11182941-11183613	processed_pseudogene	+
ENSMUSG00000110083.2	Gm45382	chr7:11188821-11188971	processed_pseudogene	-
ENSMUSG00000110095.2	Gm7207	chr7:11194697-11202481	unprocessed_pseudogene	-
ENSMUSG00000109950.2	Gm45550	chr7:11207299-11208244	processed_pseudogene	-
ENSMUSG00000109916.2	Gm45551	chr7:11212135-11213494	unprocessed_pseudogene	+
ENSMUSG00000110076.2	Gm45549	chr7:11230947-11237923	unprocessed_pseudogene	-
ENSMUSG00000109763.2	Gm18124	chr7:11243788-11244493	processed_pseudogene	-
ENSMUSG00000110190.2	Zscan4-ps2	chr7:11248237-11253038	protein_coding	+
ENSMUSG00000109985.2	Gm18640	chr7:11262780-11267073	processed_pseudogene	+
ENSMUSG00000110307.2	Gm3816	chr7:11294316-11294748	processed_pseudogene	+
ENSMUSG00000110149.2	Gm7848	chr7:11299344-11300061	processed_pseudogene	+
ENSMUSG00000110024.2	Gm7210	chr7:11320362-11328121	unprocessed_pseudogene	-
ENSMUSG00000109694.2	Gm45500	chr7:11333163-11333965	processed_pseudogene	-
ENSMUSG00000109969.2	Zscan4-ps3	chr7:11343235-11348039	protein_coding	+
ENSMUSG00000109626.2	Gm18641	chr7:11358969-11360214	processed_pseudogene	+
ENSMUSG00000092489.2	Vmn1r-ps53	chr7:11387057-11387978	unprocessed_pseudogene	-
ENSMUSG00000110267.2	Gm45283	chr7:11394747-11395374	processed_pseudogene	+
ENSMUSG00000095430.4	Vmn1r72	chr7:11398406-11414074	protein_coding	-
ENSMUSG00000109883.2	Gm18850	chr7:11421756-11422143	processed_pseudogene	-
ENSMUSG00000110385.2	Gm19093	chr7:11450643-11454198	unprocessed_pseudogene	+
ENSMUSG00000051687.3	Vmn1r73	chr7:11464193-11496008	protein_coding	+
ENSMUSG00000110398.2	Gm45616	chr7:11507595-11507913	processed_pseudogene	-
ENSMUSG00000110182.2	Gm45617	chr7:11507933-11508141	processed_pseudogene	+
ENSMUSG00000047655.3	Vmn1r74	chr7:11567907-11587203	protein_coding	+
ENSMUSG00000110173.2	Gm6929	chr7:11579180-11579647	processed_pseudogene	-
ENSMUSG00000092326.2	Vmn1r-ps55	chr7:11587884-11588275	unprocessed_pseudogene	+
ENSMUSG00000109762.2	Gm34779	chr7:11600520-11600782	processed_pseudogene	+
ENSMUSG00000043308.3	Vmn1r75	chr7:11608557-11618234	protein_coding	+
ENSMUSG00000110054.2	Gm18851	chr7:11624697-11634483	unprocessed_pseudogene	-
ENSMUSG00000092285.2	Vmn1r-ps56	chr7:11645173-11646137	unprocessed_pseudogene	-
ENSMUSG00000109811.2	Tpt1-ps4	chr7:11649798-11650419	processed_pseudogene	+
ENSMUSG00000115267.2	Vmn1r76	chr7:11657450-11672140	protein_coding	-
ENSMUSG00000110271.2	Gm45387	chr7:11686349-11687330	processed_pseudogene	-
ENSMUSG00000092466.2	Vmn1r-ps57	chr7:11699489-11699776	unprocessed_pseudogene	-
ENSMUSG00000119511.1	Gm24414	chr7:11701077-11701183	snRNA	-
ENSMUSG00000110049.2	Gm3836	chr7:11704874-11706860	processed_pseudogene	+
ENSMUSG00000092208.2	Vmn1r-ps58	chr7:11710877-11711716	unprocessed_pseudogene	-
ENSMUSG00000109860.2	Gm17737	chr7:11713603-11717839	unprocessed_pseudogene	-
ENSMUSG00000110184.2	Gm45429	chr7:11725157-11725328	processed_pseudogene	+
ENSMUSG00000092398.2	Vmn1r-ps59	chr7:11728810-11729008	unprocessed_pseudogene	+
ENSMUSG00000109752.2	Gm18597	chr7:11729990-11730683	processed_pseudogene	-
ENSMUSG00000110292.2	Gm17850	chr7:11731652-11733590	processed_pseudogene	-
ENSMUSG00000092318.2	Vmn1r-ps60	chr7:11738993-11740237	unprocessed_pseudogene	+
ENSMUSG00000109758.2	Gm18854	chr7:11759378-11764331	unprocessed_pseudogene	+
ENSMUSG00000095864.3	Vmn1r77	chr7:11770679-11783222	protein_coding	+
ENSMUSG00000066807.3	Gm10179	chr7:11819852-11820539	processed_pseudogene	-
ENSMUSG00000092535.2	Vmn1r-ps61	chr7:11825204-11826025	unprocessed_pseudogene	+
ENSMUSG00000109686.2	Gm45562	chr7:11835551-11839354	unprocessed_pseudogene	-
ENSMUSG00000092350.2	Vmn1r-ps62	chr7:11847192-11848468	unprocessed_pseudogene	+
ENSMUSG00000109914.2	Gm45498	chr7:11857568-11857850	processed_pseudogene	+
ENSMUSG00000092248.2	Vmn1r-ps63	chr7:11872248-11873236	unprocessed_pseudogene	+
ENSMUSG00000061602.4	Vmn1r78	chr7:11884184-11893886	protein_coding	+
ENSMUSG00000110203.2	Gm45365	chr7:11891018-11891273	processed_pseudogene	+
ENSMUSG00000096735.4	Vmn1r79	chr7:11905206-11915460	protein_coding	+
ENSMUSG00000110082.2	Gm19201	chr7:11916395-11917172	processed_pseudogene	-
ENSMUSG00000115744.2	Vmn1r80	chr7:11923213-11937240	protein_coding	+
ENSMUSG00000092351.2	Vmn1r-ps64	chr7:11935629-11936283	unprocessed_pseudogene	+
ENSMUSG00000109630.2	Gm45364	chr7:11940122-11940280	processed_pseudogene	-
ENSMUSG00000092476.2	Vmn1r-ps65	chr7:11948522-11949472	unprocessed_pseudogene	+
ENSMUSG00000110121.2	Gm45367	chr7:11954023-11954369	processed_pseudogene	-
ENSMUSG00000110042.2	Gm4224	chr7:11955243-11959734	lncRNA	+
ENSMUSG00000115027.2	Vmn1r81	chr7:11981168-12002196	protein_coding	-
ENSMUSG00000058132.6	Vmn1r82	chr7:12034357-12042509	protein_coding	+
ENSMUSG00000066804.4	Vmn1r83	chr7:12053634-12063408	protein_coding	-
ENSMUSG00002074963.1	ENSMUSG00002074963	chr7:12092825-12092934	miRNA	-
ENSMUSG00000066803.3	Vmn1r84	chr7:12094240-12103200	protein_coding	-
ENSMUSG00000092331.2	Vmn1r-ps66	chr7:12126199-12126810	unprocessed_pseudogene	-
ENSMUSG00000092610.2	Vmn1r-ps67	chr7:12132978-12133668	unprocessed_pseudogene	-
ENSMUSG00000092359.2	Vmn1r-ps68	chr7:12138028-12138426	unprocessed_pseudogene	-
ENSMUSG00000034071.16	Zfp551	chr7:12149080-12156678	protein_coding	-
ENSMUSG00000092583.2	Vmn2r-ps53	chr7:12179285-12202779	unprocessed_pseudogene	+
ENSMUSG00000030386.20	Zfp606	chr7:12212220-12230162	protein_coding	+
ENSMUSG00000030385.5	2900092C05Rik	chr7:12246444-12290250	protein_coding	+
ENSMUSG00000081550.2	Gm15877	chr7:12251332-12252295	processed_pseudogene	+
ENSMUSG00000110022.2	Gm45475	chr7:12293787-12294095	processed_pseudogene	+
ENSMUSG00000096002.3	Vmn2r53	chr7:12296778-12342715	protein_coding	-
ENSMUSG00000082872.2	Gm15773	chr7:12337123-12338570	processed_pseudogene	+
ENSMUSG00000096593.3	Vmn2r54	chr7:12347766-12374246	protein_coding	-
ENSMUSG00000117238.2	ENSMUSG00000117238	chr7:12357715-12374226	lncRNA	-
ENSMUSG00000091045.10	Vmn2r55	chr7:12385633-12418930	protein_coding	-
ENSMUSG00000090762.3	Vmn2r56	chr7:12422648-12468931	protein_coding	-
ENSMUSG00000098135.2	Gm6946	chr7:12476613-12477599	processed_pseudogene	+
ENSMUSG00000110031.2	Gm18205	chr7:12494635-12495475	processed_pseudogene	+
ENSMUSG00000070822.6	Zscan18	chr7:12502017-12537562	protein_coding	-
ENSMUSG00000109594.2	1700047O18Rik	chr7:12514787-12515529	TEC	+
ENSMUSG00000110124.2	Gm4247	chr7:12527755-12528796	processed_pseudogene	-
ENSMUSG00000109724.2	Gm18194	chr7:12529650-12533091	transcribed_processed_pseudogene	-
ENSMUSG00000109925.2	Gm45315	chr7:12531456-12531788	processed_pseudogene	+
ENSMUSG00000057894.11	Zfp329	chr7:12538904-12552785	protein_coding	-
ENSMUSG00000110119.2	Gm45593	chr7:12559845-12562048	lncRNA	+
ENSMUSG00000058638.15	Zfp110	chr7:12568688-12584504	protein_coding	+
ENSMUSG00000110320.2	Gm31152	chr7:12594811-12602510	lncRNA	-
ENSMUSG00000060397.7	Zfp128	chr7:12615104-12627349	protein_coding	+
ENSMUSG00000054715.12	Zscan22	chr7:12631742-12643010	protein_coding	+
ENSMUSG00000012848.16	Rps5	chr7:12656217-12660613	protein_coding	+
ENSMUSG00000033967.5	Rnf225	chr7:12661343-12664999	protein_coding	+
ENSMUSG00000065006.3	Gm26325	chr7:12664701-12664807	snRNA	+
ENSMUSG00000097115.3	1810019N24Rik	chr7:12682519-12695695	lncRNA	-
ENSMUSG00000102084.2	Gm29638	chr7:12693226-12695814	lncRNA	+
ENSMUSG00000004500.10	Zfp324	chr7:12699765-12708163	protein_coding	+
ENSMUSG00000033961.17	Zfp446	chr7:12711775-12719641	protein_coding	+
ENSMUSG00000030382.16	Slc27a5	chr7:12722273-12732119	protein_coding	-
ENSMUSG00000005566.15	Trim28	chr7:12733041-12764962	protein_coding	+
ENSMUSG00000049600.9	Zbtb45	chr7:12737825-12743961	protein_coding	-
ENSMUSG00000033916.6	Chmp2a	chr7:12765937-12768734	protein_coding	-
ENSMUSG00000005575.17	Ube2m	chr7:12769047-12772202	protein_coding	-
ENSMUSG00000030380.18	Mzf1	chr7:12776230-12788691	protein_coding	-
ENSMUSG00000070817.4	Vmn1r85	chr7:12817240-12829100	protein_coding	-
ENSMUSG00000110268.2	Gm45436	chr7:12827099-12832601	lncRNA	+
ENSMUSG00000109707.2	Gm4270	chr7:12828919-12829324	processed_pseudogene	+
ENSMUSG00000070816.4	Vmn1r86	chr7:12831458-12853844	protein_coding	-
ENSMUSG00000070815.4	Vmn1r87	chr7:12864831-12874084	protein_coding	-
ENSMUSG00000109830.2	Gm7965	chr7:12884404-12885508	processed_pseudogene	-
ENSMUSG00000117853.2	Vmn1r88	chr7:12893495-12919791	protein_coding	+
ENSMUSG00000048261.7	Gm4879	chr7:12912830-12914101	processed_pseudogene	+
ENSMUSG00000110365.2	Gm38947	chr7:12926044-12931142	lncRNA	-
ENSMUSG00000109911.2	Gm45525	chr7:12930556-12932638	unprocessed_pseudogene	+
ENSMUSG00000095629.3	Vmn1r89	chr7:12946947-12954584	protein_coding	+
ENSMUSG00000092427.2	Vmn1r-ps69	chr7:12978089-12978289	unprocessed_pseudogene	+
ENSMUSG00000070814.18	Zswim9	chr7:12992894-13012647	protein_coding	-
ENSMUSG00000056394.21	Lig1	chr7:13011239-13045350	protein_coding	+
ENSMUSG00000033847.16	Pla2g4c	chr7:13058580-13094597	protein_coding	+
ENSMUSG00000074547.5	Rps8-ps4	chr7:13066571-13067182	processed_pseudogene	-
ENSMUSG00002074998.1	7SK	chr7:13072755-13073034	misc_RNA	+
ENSMUSG00000108293.2	Pla2g4c-ps	chr7:13095036-13120620	unprocessed_pseudogene	+
ENSMUSG00000109929.2	Gm45268	chr7:13098632-13099001	processed_pseudogene	-
ENSMUSG00002076915.1	7SK	chr7:13108406-13108673	misc_RNA	+
ENSMUSG00000005649.18	Cabp5	chr7:13132057-13142812	protein_coding	+
ENSMUSG00000107945.2	Rpl7a-ps14	chr7:13173428-13174217	processed_pseudogene	-
ENSMUSG00000074378.6	Bsph1	chr7:13184766-13207374	protein_coding	+
ENSMUSG00000107687.2	Gm44254	chr7:13214674-13214995	processed_pseudogene	+
ENSMUSG00000098644.2	Bsph2-ps	chr7:13259558-13259993	unprocessed_pseudogene	+
